history_id,investor_id,idea_id,year,interaction_score
10692,485,493,2019,1
10693,485,19,2018,1
10694,485,62,2018,1
10695,485,298,2018,1
10696,485,543,2018,1
10697,485,32,2018,1
10698,485,514,2018,1
10699,485,501,2018,1
10700,485,359,2018,1
10701,486,87,2015,4
10702,486,653,2015,4
10703,486,101,2015,4
10704,486,276,2023,4
10705,486,314,2023,4
10706,486,659,2023,4
10707,486,39,2018,3
10708,486,114,2018,3
10709,486,808,2018,3
10710,486,771,2018,3
10711,486,744,2021,2
10712,486,593,2021,2
10713,486,716,2021,2
10714,486,376,2021,2
10715,486,119,2020,1
10716,486,357,2019,1
10717,486,743,2019,1
10718,486,809,2019,1
10719,486,979,2019,1
10720,486,506,2019,1
10721,487,563,2015,4
10722,487,525,2023,4
10723,487,566,2022,4
10724,487,891,2022,4
10725,487,462,2022,4
10726,487,351,2018,3
10727,487,253,2018,3
10728,487,722,2018,3
10729,487,521,2018,3
10730,487,589,2018,3
10731,487,895,2021,2
10732,487,423,2021,2
10733,487,201,2021,2
10734,487,357,2021,2
10735,487,827,2019,1
10736,487,444,2019,1
10737,487,187,2019,1
10738,487,821,2019,1
10739,487,650,2019,1
10740,487,393,2019,1
10741,488,851,2023,4
10742,488,643,2023,4
10743,488,528,2022,4
10744,488,212,2021,3
10745,488,434,2021,3
10746,488,368,2018,3
10747,488,691,2018,3
10748,488,482,2018,3
10749,488,685,2018,3
10750,488,211,2018,3
10751,488,559,2019,1
10752,488,388,2019,1
10753,488,73,2019,1
10754,488,879,2018,1
10755,488,409,2018,1
10756,488,901,2018,1
10757,488,557,2018,1
10758,488,627,2018,1
10759,488,566,2018,1
10760,488,648,2018,1
10761,489,444,2023,4
10762,489,385,2023,4
10763,489,658,2018,3
10764,489,166,2018,3
10765,489,868,2018,3
10766,489,732,2018,3
10767,489,397,2018,3
10768,489,20,2018,3
10769,489,969,2018,3
10770,489,365,2018,3
10771,489,950,2020,1
10772,489,512,2019,1
10773,489,325,2019,1
10774,489,620,2019,1
10775,489,438,2019,1
10776,489,190,2019,1
10777,489,554,2019,1
10778,489,322,2019,1
10779,489,938,2019,1
10780,489,545,2019,1
10781,490,326,2018,3
10782,490,455,2018,3
10783,490,174,2018,3
10784,490,922,2018,3
10785,490,366,2018,3
10786,490,435,2018,3
10787,490,749,2018,3
10788,490,740,2018,3
10789,490,403,2018,3
10790,490,464,2018,3
10791,490,225,2021,2
10792,490,894,2019,1
10793,490,698,2019,1
10794,490,934,2019,1
10795,490,868,2019,1
10796,490,20,2019,1
10797,490,796,2019,1
10798,490,388,2019,1
10799,490,429,2018,1
10800,490,359,2018,1
10801,491,535,2015,4
10802,491,796,2023,4
10803,491,265,2023,4
10804,491,970,2021,3
10805,491,449,2018,3
10806,491,45,2018,3
10807,491,395,2018,3
10808,491,657,2018,3
10809,491,927,2018,3
10810,491,716,2018,3
10811,491,812,2019,1
10812,491,468,2019,1
10813,491,168,2019,1
10814,491,943,2019,1
10815,491,856,2019,1
10816,491,312,2019,1
10817,491,475,2019,1
10818,491,157,2018,1
10819,491,997,2018,1
10820,491,816,2018,1
10821,492,291,2018,3
10822,492,642,2018,3
10823,492,177,2018,3
10824,492,534,2018,3
10825,492,629,2018,3
10826,492,379,2018,3
10827,492,991,2018,3
10828,492,220,2018,3
10829,492,860,2018,3
10830,492,184,2018,3
10831,492,781,2021,2
10832,492,378,2021,2
10833,492,726,2021,2
10834,492,793,2021,2
10835,492,949,2021,2
10836,492,237,2019,1
10837,492,657,2019,1
10838,492,415,2019,1
10839,492,709,2019,1
10840,492,621,2019,1
10841,493,108,2015,4
10842,493,484,2015,4
10843,493,183,2023,4
10844,493,338,2022,4
10845,493,184,2018,3
10846,493,928,2018,3
10847,493,643,2018,3
10848,493,775,2018,3
10849,493,158,2018,3
10850,493,254,2018,3
10851,493,981,2021,2
10852,493,348,2021,2
10853,493,508,2021,2
10854,493,689,2019,1
10855,493,883,2019,1
10856,493,684,2019,1
10857,493,736,2019,1
10858,493,621,2019,1
10859,493,822,2019,1
10860,493,744,2019,1
10861,494,550,2015,4
10862,494,285,2021,3
10863,494,104,2018,3
10864,494,444,2018,3
10865,494,161,2018,3
10866,494,347,2018,3
10867,494,826,2018,3
10868,494,823,2018,3
10869,494,940,2018,3
10870,494,373,2018,3
10871,494,556,2019,1
10872,494,220,2019,1
10873,494,745,2019,1
10874,494,918,2019,1
10875,494,715,2019,1
10876,494,459,2019,1
10877,494,738,2019,1
10878,494,389,2018,1
10879,494,562,2018,1
10880,494,751,2018,1
10881,495,963,2015,4
10882,495,514,2021,3
10883,495,644,2018,3
10884,495,585,2018,3
10885,495,999,2018,3
10886,495,357,2018,3
10887,495,128,2018,3
10888,495,403,2018,3
10889,495,261,2018,3
10890,495,580,2018,3
10891,495,921,2019,1
10892,495,476,2019,1
10893,495,989,2019,1
10894,495,477,2019,1
10895,495,1000,2018,1
10896,495,370,2018,1
10897,495,305,2018,1
10898,495,287,2018,1
10899,495,768,2018,1
10900,495,242,2018,1
10901,496,829,2023,4
10902,496,136,2018,3
10903,496,244,2018,3
10904,496,458,2018,3
10905,496,961,2018,3
10906,496,388,2018,3
10907,496,224,2018,3
10908,496,164,2018,3
10909,496,525,2018,3
10910,496,713,2018,3
10911,496,840,2021,2
10912,496,330,2021,2
10913,496,865,2021,2
10914,496,42,2021,2
10915,496,339,2021,2
10916,496,337,2021,2
10917,496,290,2021,2
10918,496,113,2021,2
10919,496,523,2019,1
10920,496,898,2019,1
10921,497,979,2015,5
10922,497,595,2015,4
10923,497,540,2022,4
10924,497,70,2022,4
10925,497,678,2018,3
10926,497,390,2018,3
10927,497,272,2018,3
10928,497,496,2018,3
10929,497,859,2018,3
10930,497,970,2018,3
10931,497,738,2021,2
10932,497,894,2019,1
10933,497,772,2019,1
10934,497,793,2019,1
10935,497,423,2019,1
10936,497,117,2018,1
10937,497,820,2018,1
10938,497,794,2018,1
10939,497,345,2018,1
10940,497,849,2018,1
10941,498,51,2018,3
10942,498,943,2018,3
10943,498,807,2018,3
10944,498,500,2018,3
10945,498,266,2018,3
10946,498,387,2018,3
10947,498,314,2018,3
10948,498,881,2018,3
10949,498,177,2018,3
10950,498,630,2018,3
10951,498,316,2021,2
10952,498,326,2021,2
10953,498,437,2021,2
10954,498,201,2021,2
10955,498,543,2020,1
10956,498,302,2019,1
10957,498,231,2019,1
10958,498,487,2019,1
10959,498,890,2019,1
10960,498,813,2019,1
10961,499,454,2018,3
10962,499,226,2018,3
10963,499,622,2018,3
10964,499,403,2018,3
10965,499,264,2018,3
10966,499,753,2018,3
10967,499,685,2018,3
10968,499,646,2018,3
10969,499,451,2018,3
10970,499,620,2018,3
10971,499,267,2019,1
10972,499,321,2019,1
10973,499,559,2019,1
10974,499,323,2019,1
10975,499,823,2018,1
10976,499,124,2018,1
10977,499,878,2018,1
10978,499,980,2018,1
10979,499,293,2018,1
10980,499,172,2018,1
10981,500,968,2015,4
10982,500,243,2023,4
10983,500,758,2022,4
10984,500,44,2018,3
10985,500,224,2018,3
10986,500,581,2018,3
10987,500,921,2018,3
10988,500,815,2018,3
10989,500,397,2018,3
10990,500,286,2018,3
10991,500,329,2021,2
10992,500,203,2021,2
10993,500,67,2021,2
10994,500,57,2021,2
10995,500,237,2021,2
10996,500,316,2020,1
10997,500,297,2020,1
10998,500,455,2019,1
10999,500,479,2019,1
11000,500,816,2019,1
11001,501,729,2015,4
11002,501,996,2015,4
11003,501,931,2021,3
11004,501,249,2018,3
11005,501,700,2018,3
11006,501,93,2018,3
11007,501,979,2018,3
11008,501,133,2018,3
11009,501,549,2018,3
11010,501,55,2018,3
11011,501,607,2019,1
11012,501,106,2019,1
11013,501,799,2019,1
11014,501,826,2018,1
11015,501,535,2018,1
11016,501,494,2018,1
11017,501,395,2018,1
11018,501,67,2018,1
11019,501,558,2018,1
11020,501,675,2018,1
11021,502,176,2023,4
11022,502,165,2023,4
11023,502,692,2018,3
11024,502,937,2018,3
11025,502,645,2018,3
11026,502,420,2018,3
11027,502,609,2018,3
11028,502,221,2018,3
11029,502,445,2018,3
11030,502,735,2018,3
11031,502,120,2021,2
11032,502,362,2021,2
11033,502,775,2021,2
11034,502,657,2021,2
11035,502,751,2020,1
11036,502,490,2019,1
11037,502,887,2019,1
11038,502,416,2019,1
11039,502,455,2019,1
11040,502,955,2019,1
11041,503,220,2023,4
11042,503,668,2023,4
11043,503,168,2023,4
11044,503,195,2022,4
11045,503,123,2018,3
11046,503,696,2018,3
11047,503,930,2018,3
11048,503,356,2018,3
11049,503,394,2018,3
11050,503,961,2018,3
11051,503,532,2021,2
11052,503,312,2021,2
11053,503,178,2021,2
11054,503,964,2021,2
11055,503,610,2019,1
11056,503,622,2019,1
11057,503,718,2019,1
11058,503,776,2019,1
11059,503,450,2019,1
11060,503,963,2019,1
11061,504,153,2022,4
11062,504,829,2021,3
11063,504,992,2018,3
11064,504,470,2018,3
11065,504,553,2018,3
11066,504,454,2018,3
11067,504,938,2018,3
11068,504,467,2018,3
11069,504,999,2018,3
11070,504,384,2018,3
11071,504,607,2019,1
11072,504,127,2019,1
11073,504,771,2019,1
11074,504,298,2018,1
11075,504,879,2018,1
11076,504,892,2018,1
11077,504,347,2018,1
11078,504,522,2018,1
11079,504,925,2018,1
11080,504,962,2018,1
11081,505,485,2019,3
11082,505,858,2019,3
11083,505,510,2018,3
11084,505,49,2017,3
11085,505,408,2017,3
11086,505,900,2016,3
11087,505,249,2016,3
11088,505,174,2016,3
11089,505,435,2023,3
11090,505,208,2023,3
11091,505,769,2023,0
11092,505,100,2022,0
11093,505,767,2022,0
11094,505,824,2022,0
11095,505,639,2022,0
11096,505,615,2021,0
11097,505,534,2021,0
11098,505,148,2021,0
11099,505,171,2020,0
11100,505,128,2020,0
11101,506,702,2022,4
11102,506,599,2022,4
11103,506,856,2022,4
11104,506,213,2022,4
11105,506,580,2021,3
11106,506,647,2018,3
11107,506,673,2018,3
11108,506,8,2018,3
11109,506,637,2018,3
11110,506,414,2018,3
11111,506,84,2019,1
11112,506,935,2019,1
11113,506,745,2019,1
11114,506,986,2018,1
11115,506,996,2018,1
11116,506,895,2018,1
11117,506,357,2018,1
11118,506,322,2018,1
11119,506,792,2016,0
11120,506,932,2015,0
11121,507,534,2022,4
11122,507,978,2018,3
11123,507,407,2018,3
11124,507,657,2018,3
11125,507,925,2018,3
11126,507,239,2018,3
11127,507,790,2018,3
11128,507,370,2018,3
11129,507,687,2018,3
11130,507,203,2018,3
11131,507,991,2019,1
11132,507,213,2019,1
11133,507,615,2019,1
11134,507,642,2019,1
11135,507,880,2019,1
11136,507,350,2018,1
11137,507,697,2018,1
11138,507,425,2018,1
11139,507,118,2018,1
11140,507,126,2018,1
11141,508,32,2022,4
11142,508,566,2022,4
11143,508,78,2018,3
11144,508,775,2018,3
11145,508,428,2018,3
11146,508,715,2018,3
11147,508,404,2018,3
11148,508,774,2018,3
11149,508,899,2018,3
11150,508,532,2018,3
11151,508,930,2021,2
11152,508,325,2021,2
11153,508,233,2021,2
11154,508,859,2021,2
11155,508,611,2019,1
11156,508,260,2019,1
11157,508,656,2019,1
11158,508,142,2019,1
11159,508,433,2019,1
11160,508,299,2019,1
11161,509,683,2015,4
11162,509,190,2015,4
11163,509,834,2023,4
11164,509,57,2021,3
11165,509,758,2018,3
11166,509,776,2018,3
11167,509,873,2018,3
11168,509,708,2018,3
11169,509,211,2018,3
11170,509,483,2018,3
11171,509,39,2019,1
11172,509,498,2019,1
11173,509,50,2019,1
11174,509,790,2018,1
11175,509,976,2018,1
11176,509,821,2018,1
11177,509,303,2018,1
11178,509,929,2018,1
11179,509,519,2018,1
11180,509,242,2018,1
11181,510,885,2015,4
11182,510,613,2015,4
11183,510,643,2023,4
11184,510,312,2023,4
11185,510,944,2023,4
11186,510,428,2023,4
11187,510,732,2018,3
11188,510,68,2018,3
11189,510,609,2018,3
11190,510,594,2018,3
11191,510,637,2021,2
11192,510,329,2021,2
11193,510,387,2021,2
11194,510,154,2021,2
11195,510,112,2021,2
11196,510,880,2020,1
11197,510,895,2019,1
11198,510,661,2019,1
11199,510,285,2019,1
11200,510,939,2019,1
11201,511,838,2023,4
11202,511,32,2022,4
11203,511,684,2022,4
11204,511,593,2018,3
11205,511,122,2018,3
11206,511,589,2018,3
11207,511,824,2018,3
11208,511,341,2018,3
11209,511,973,2018,3
11210,511,571,2018,3
11211,511,38,2021,2
11212,511,546,2021,2
11213,511,609,2021,2
11214,511,540,2021,2
11215,511,147,2021,2
11216,511,440,2021,2
11217,511,433,2019,1
11218,511,511,2019,1
11219,511,296,2019,1
11220,511,65,2019,1
11221,512,530,2018,3
11222,512,554,2018,3
11223,512,352,2018,3
11224,512,264,2018,3
11225,512,208,2018,3
11226,512,553,2018,3
11227,512,400,2018,3
11228,512,128,2018,3
11229,512,600,2018,3
11230,512,378,2018,3
11231,512,356,2019,1
11232,512,785,2019,1
11233,512,465,2019,1
11234,512,65,2018,1
11235,512,466,2018,1
11236,512,167,2018,1
11237,512,307,2018,1
11238,512,439,2018,1
11239,512,462,2018,1
11240,512,731,2018,1
11241,513,238,2015,4
11242,513,182,2015,4
11243,513,297,2015,4
11244,513,309,2022,4
11245,513,367,2022,4
11246,513,676,2021,3
11247,513,648,2021,3
11248,513,598,2018,3
11249,513,776,2018,3
11250,513,128,2018,3
11251,513,869,2019,1
11252,513,547,2019,1
11253,513,437,2019,1
11254,513,331,2018,1
11255,513,843,2018,1
11256,513,956,2018,1
11257,513,733,2018,1
11258,513,288,2018,1
11259,513,338,2018,1
11260,513,46,2018,1
11261,514,980,2015,4
11262,514,498,2023,4
11263,514,855,2023,4
11264,514,38,2021,3
11265,514,326,2021,3
11266,514,109,2018,3
11267,514,967,2018,3
11268,514,890,2018,3
11269,514,573,2018,3
11270,514,720,2018,3
11271,514,717,2021,2
11272,514,106,2021,2
11273,514,458,2021,2
11274,514,218,2021,2
11275,514,807,2019,1
11276,514,917,2019,1
11277,514,721,2019,1
11278,514,874,2019,1
11279,514,208,2018,1
11280,514,814,2018,1
11281,515,100,2015,4
11282,515,121,2021,3
11283,515,600,2018,3
11284,515,195,2018,3
11285,515,644,2018,3
11286,515,366,2018,3
11287,515,835,2018,3
11288,515,674,2018,3
11289,515,464,2018,3
11290,515,620,2018,3
11291,515,540,2019,1
11292,515,397,2019,1
11293,515,535,2018,1
11294,515,187,2018,1
11295,515,790,2018,1
11296,515,246,2018,1
11297,515,637,2018,1
11298,515,14,2018,1
11299,515,927,2018,1
11300,515,216,2018,1
11301,516,714,2022,4
11302,516,802,2021,3
11303,516,886,2021,3
11304,516,543,2021,3
11305,516,342,2018,3
11306,516,963,2018,3
11307,516,159,2018,3
11308,516,871,2018,3
11309,516,602,2018,3
11310,516,660,2018,3
11311,516,760,2019,1
11312,516,854,2019,1
11313,516,567,2019,1
11314,516,430,2019,1
11315,516,971,2019,1
11316,516,460,2019,1
11317,516,462,2018,1
11318,516,902,2018,1
11319,516,914,2018,1
11320,516,180,2018,1
11321,517,318,2023,4
11322,517,157,2022,4
11323,517,333,2021,4
11324,517,397,2018,3
11325,517,445,2018,3
11326,517,985,2018,3
11327,517,529,2018,3
11328,517,645,2018,3
11329,517,515,2018,3
11330,517,492,2017,3
11331,517,46,2021,2
11332,517,780,2020,2
11333,517,531,2019,1
11334,517,620,2019,1
11335,517,948,2019,1
11336,517,426,2019,1
11337,517,743,2019,1
11338,517,556,2019,1
11339,517,964,2018,1
11340,517,908,2018,1
11341,518,636,2018,3
11342,518,763,2018,3
11343,518,321,2018,3
11344,518,893,2018,3
11345,518,786,2018,3
11346,518,679,2018,3
11347,518,635,2018,3
11348,518,360,2018,3
11349,518,559,2018,3
11350,518,882,2018,3
11351,518,428,2021,2
11352,518,332,2021,2
11353,518,60,2021,2
11354,518,275,2021,2
11355,518,571,2021,2
11356,518,470,2019,1
11357,518,749,2019,1
11358,518,959,2019,1
11359,518,887,2019,1
11360,518,509,2019,1
11361,519,897,2018,3
11362,519,167,2018,3
11363,519,242,2018,3
11364,519,614,2018,3
11365,519,978,2018,3
11366,519,432,2018,3
11367,519,829,2018,3
11368,519,890,2018,3
11369,519,617,2018,3
11370,519,32,2018,3
11371,519,7,2018,1
11372,519,835,2018,1
11373,519,461,2018,1
11374,519,93,2018,1
11375,519,371,2018,1
11376,519,506,2018,1
11377,519,730,2018,1
11378,519,811,2018,1
11379,519,864,2018,1
11380,519,683,2018,1
11381,520,407,2015,4
11382,520,867,2022,4
11383,520,960,2018,3
11384,520,651,2018,3
11385,520,431,2018,3
11386,520,647,2018,3
11387,520,558,2018,3
11388,520,736,2018,3
11389,520,768,2018,3
11390,520,822,2018,3
11391,520,748,2019,1
11392,520,639,2019,1
11393,520,98,2019,1
11394,520,266,2019,1
11395,520,194,2018,1
11396,520,602,2018,1
11397,520,54,2018,1
11398,520,195,2018,1
11399,520,478,2018,1
11400,520,585,2018,1
11401,521,65,2015,4
11402,521,450,2021,3
11403,521,441,2018,3
11404,521,561,2018,3
11405,521,32,2018,3
11406,521,891,2018,3
11407,521,798,2018,3
11408,521,354,2018,3
11409,521,236,2018,3
11410,521,982,2018,3
11411,521,665,2021,2
11412,521,386,2021,2
11413,521,775,2019,1
11414,521,49,2019,1
11415,521,877,2019,1
11416,521,562,2018,1
11417,521,93,2018,1
11418,521,888,2018,1
11419,521,234,2018,1
11420,521,427,2018,1
11421,522,436,2015,4
11422,522,413,2015,4
11423,522,308,2023,4
11424,522,887,2023,4
11425,522,297,2023,4
11426,522,727,2018,3
11427,522,631,2018,3
11428,522,916,2018,3
11429,522,37,2018,3
11430,522,860,2018,3
11431,522,539,2021,2
11432,522,512,2021,2
11433,522,406,2021,2
11434,522,236,2019,1
11435,522,668,2019,1
11436,522,167,2019,1
11437,522,625,2019,1
11438,522,239,2019,1
11439,522,1000,2019,1
11440,522,4,2019,1
11441,523,787,2023,4
11442,523,251,2023,4
11443,523,92,2023,4
11444,523,692,2023,4
11445,523,781,2023,4
11446,523,168,2018,3
11447,523,484,2018,3
11448,523,22,2018,3
11449,523,312,2018,3
11450,523,643,2018,3
11451,523,201,2021,2
11452,523,61,2021,2
11453,523,832,2021,2
11454,523,1000,2019,1
11455,523,944,2019,1
11456,523,833,2019,1
11457,523,802,2019,1
11458,523,276,2019,1
11459,523,41,2019,1
11460,523,111,2019,1
11461,524,4,2015,4
11462,524,626,2015,4
11463,524,762,2015,4
11464,524,532,2022,4
11465,524,468,2022,4
11466,524,993,2021,3
11467,524,655,2018,3
11468,524,401,2018,3
11469,524,675,2018,3
11470,524,878,2018,3
11471,524,252,2021,2
11472,524,458,2021,2
11473,524,779,2019,1
11474,524,830,2019,1
11475,524,807,2019,1
11476,524,408,2019,1
11477,524,644,2018,1
11478,524,683,2018,1
11479,524,426,2018,1
11480,524,152,2018,1
11481,525,423,2023,4
11482,525,880,2023,4
11483,525,799,2023,4
11484,525,939,2023,4
11485,525,170,2023,4
11486,525,45,2022,4
11487,525,926,2018,3
11488,525,764,2018,3
11489,525,488,2018,3
11490,525,34,2018,3
11491,525,259,2021,2
11492,525,91,2021,2
11493,525,492,2021,2
11494,525,723,2021,2
11495,525,869,2021,2
11496,525,321,2021,2
11497,525,368,2021,2
11498,525,176,2019,1
11499,525,757,2019,1
11500,525,1000,2019,1
11501,526,488,2015,4
11502,526,639,2015,4
11503,526,746,2015,4
11504,526,72,2023,4
11505,526,992,2023,4
11506,526,859,2023,4
11507,526,349,2022,4
11508,526,536,2018,3
11509,526,767,2018,3
11510,526,37,2018,3
11511,526,95,2021,2
11512,526,749,2021,2
11513,526,325,2021,2
11514,526,714,2021,2
11515,526,923,2021,2
11516,526,717,2021,2
11517,526,433,2020,2
11518,526,590,2019,1
11519,526,804,2019,1
11520,526,720,2019,1
11521,527,422,2018,3
11522,527,762,2018,3
11523,527,105,2018,3
11524,527,85,2018,3
11525,527,755,2018,3
11526,527,11,2018,3
11527,527,5,2018,3
11528,527,886,2018,3
11529,527,675,2018,3
11530,527,65,2018,3
11531,527,436,2019,1
11532,527,352,2018,1
11533,527,115,2018,1
11534,527,873,2018,1
11535,527,998,2018,1
11536,527,480,2018,1
11537,527,152,2018,1
11538,527,174,2018,1
11539,527,211,2018,1
11540,527,907,2018,1
11541,528,854,2015,4
11542,528,767,2023,4
11543,528,827,2023,4
11544,528,933,2023,4
11545,528,795,2023,4
11546,528,893,2018,3
11547,528,869,2018,3
11548,528,356,2018,3
11549,528,274,2018,3
11550,528,91,2018,3
11551,528,820,2021,2
11552,528,63,2021,2
11553,528,909,2020,1
11554,528,179,2020,1
11555,528,998,2020,1
11556,528,389,2020,1
11557,528,209,2019,1
11558,528,464,2019,1
11559,528,115,2019,1
11560,528,406,2019,1
11561,529,961,2018,3
11562,529,311,2018,3
11563,529,989,2018,3
11564,529,971,2018,3
11565,529,420,2018,3
11566,529,465,2018,3
11567,529,218,2018,3
11568,529,92,2018,3
11569,529,623,2018,3
11570,529,257,2018,3
11571,529,332,2021,2
11572,529,21,2021,2
11573,529,49,2021,2
11574,529,466,2021,2
11575,529,631,2021,2
11576,529,836,2020,1
11577,529,816,2019,1
11578,529,297,2019,1
11579,529,888,2019,1
11580,529,806,2019,1
11581,530,356,2015,4
11582,530,78,2023,4
11583,530,669,2023,4
11584,530,539,2018,3
11585,530,995,2018,3
11586,530,772,2018,3
11587,530,619,2018,3
11588,530,796,2018,3
11589,530,707,2018,3
11590,530,698,2018,3
11591,530,827,2021,2
11592,530,130,2019,1
11593,530,531,2019,1
11594,530,403,2019,1
11595,530,454,2019,1
11596,530,174,2019,1
11597,530,192,2019,1
11598,530,992,2019,1
11599,530,949,2019,1
11600,530,898,2019,1
11601,531,58,2018,3
11602,531,423,2018,3
11603,531,224,2018,3
11604,531,229,2018,3
11605,531,476,2018,3
11606,531,101,2018,3
11607,531,635,2018,3
11608,531,437,2018,3
11609,531,309,2018,3
11610,531,971,2018,3
11611,531,488,2021,2
11612,531,176,2021,2
11613,531,817,2021,2
11614,531,726,2019,1
11615,531,443,2019,1
11616,531,531,2019,1
11617,531,729,2019,1
11618,531,185,2019,1
11619,531,496,2019,1
11620,531,564,2019,1
11621,532,796,2015,4
11622,532,535,2023,4
11623,532,530,2022,4
11624,532,477,2018,3
11625,532,576,2018,3
11626,532,61,2018,3
11627,532,658,2018,3
11628,532,13,2018,3
11629,532,257,2018,3
11630,532,247,2018,3
11631,532,829,2021,2
11632,532,791,2021,2
11633,532,213,2021,2
11634,532,556,2021,2
11635,532,116,2019,1
11636,532,181,2019,1
11637,532,209,2019,1
11638,532,963,2019,1
11639,532,352,2019,1
11640,532,922,2019,1
11641,533,177,2015,4
11642,533,991,2015,4
11643,533,230,2023,4
11644,533,195,2023,4
11645,533,464,2023,4
11646,533,734,2022,4
11647,533,473,2018,3
11648,533,343,2018,3
11649,533,355,2018,3
11650,533,516,2018,3
11651,533,598,2021,2
11652,533,152,2021,2
11653,533,922,2021,2
11654,533,890,2019,1
11655,533,865,2019,1
11656,533,686,2019,1
11657,533,657,2019,1
11658,533,361,2019,1
11659,533,566,2019,1
11660,533,976,2019,1
11661,534,944,2015,4
11662,534,306,2023,4
11663,534,277,2021,3
11664,534,761,2018,3
11665,534,980,2018,3
11666,534,305,2018,3
11667,534,290,2018,3
11668,534,45,2018,3
11669,534,577,2018,3
11670,534,818,2018,3
11671,534,385,2019,1
11672,534,275,2019,1
11673,534,629,2019,1
11674,534,266,2019,1
11675,534,952,2019,1
11676,534,824,2019,1
11677,534,674,2018,1
11678,534,238,2018,1
11679,534,620,2018,1
11680,534,747,2018,1
11681,535,642,2018,3
11682,535,817,2018,3
11683,535,830,2018,3
11684,535,601,2018,3
11685,535,332,2018,3
11686,535,245,2018,3
11687,535,500,2018,3
11688,535,337,2018,3
11689,535,783,2018,3
11690,535,254,2018,3
11691,535,265,2021,2
11692,535,602,2021,2
11693,535,367,2021,2
11694,535,838,2021,2
11695,535,91,2021,2
11696,535,728,2020,1
11697,535,231,2019,1
11698,535,800,2019,1
11699,535,15,2019,1
11700,535,283,2019,1
11701,536,976,2018,3
11702,536,344,2018,3
11703,536,288,2018,3
11704,536,432,2018,3
11705,536,878,2018,3
11706,536,621,2018,3
11707,536,138,2018,3
11708,536,561,2018,3
11709,536,652,2018,3
11710,536,391,2018,3
11711,536,110,2019,1
11712,536,836,2018,1
11713,536,993,2018,1
11714,536,174,2018,1
11715,536,310,2018,1
11716,536,277,2018,1
11717,536,201,2018,1
11718,536,190,2018,1
11719,536,103,2018,1
11720,536,27,2018,1
11721,537,839,2023,4
11722,537,973,2022,4
11723,537,811,2021,3
11724,537,109,2018,3
11725,537,161,2018,3
11726,537,784,2018,3
11727,537,283,2018,3
11728,537,668,2018,3
11729,537,507,2018,3
11730,537,187,2018,3
11731,537,468,2020,1
11732,537,774,2019,1
11733,537,926,2019,1
11734,537,964,2019,1
11735,537,155,2019,1
11736,537,518,2019,1
11737,537,158,2019,1
11738,537,479,2018,1
11739,537,939,2018,1
11740,537,152,2018,1
11741,538,530,2015,4
11742,538,265,2022,4
11743,538,311,2022,4
11744,538,111,2021,3
11745,538,678,2018,3
11746,538,644,2018,3
11747,538,660,2018,3
11748,538,862,2018,3
11749,538,440,2018,3
11750,538,149,2018,3
11751,538,76,2021,2
11752,538,314,2021,2
11753,538,866,2021,2
11754,538,442,2019,1
11755,538,771,2019,1
11756,538,289,2019,1
11757,538,101,2019,1
11758,538,432,2018,1
11759,538,967,2018,1
11760,538,823,2018,1
11761,539,191,2015,4
11762,539,582,2015,4
11763,539,160,2015,4
11764,539,96,2023,4
11765,539,207,2018,3
11766,539,220,2018,3
11767,539,28,2018,3
11768,539,25,2018,3
11769,539,563,2018,3
11770,539,630,2018,3
11771,539,93,2021,2
11772,539,510,2021,2
11773,539,970,2021,2
11774,539,997,2021,2
11775,539,732,2021,2
11776,539,888,2021,2
11777,539,956,2019,1
11778,539,982,2019,1
11779,539,6,2019,1
11780,539,401,2019,1
11781,540,272,2015,4
11782,540,22,2023,4
11783,540,659,2023,4
11784,540,101,2022,4
11785,540,274,2022,4
11786,540,736,2021,3
11787,540,478,2018,3
11788,540,920,2018,3
11789,540,895,2018,3
11790,540,680,2018,3
11791,540,318,2019,1
11792,540,324,2019,1
11793,540,106,2019,1
11794,540,846,2018,1
11795,540,656,2018,1
11796,540,925,2018,1
11797,540,734,2018,1
11798,540,686,2018,1
11799,540,829,2018,1
11800,540,15,2018,1
11801,541,124,2018,3
11802,541,283,2018,3
11803,541,11,2018,3
11804,541,107,2018,3
11805,541,914,2018,3
11806,541,734,2018,3
11807,541,409,2018,3
11808,541,822,2018,3
11809,541,676,2018,3
11810,541,121,2018,3
11811,541,582,2019,1
11812,541,74,2019,1
11813,541,145,2019,1
11814,541,715,2019,1
11815,541,941,2019,1
11816,541,390,2018,1
11817,541,264,2018,1
11818,541,749,2018,1
11819,541,326,2018,1
11820,541,674,2018,1
11821,542,202,2015,4
11822,542,18,2015,4
11823,542,669,2015,4
11824,542,960,2022,4
11825,542,601,2018,3
11826,542,184,2018,3
11827,542,112,2018,3
11828,542,457,2018,3
11829,542,556,2018,3
11830,542,314,2018,3
11831,542,948,2021,2
11832,542,613,2021,2
11833,542,968,2021,2
11834,542,19,2019,1
11835,542,768,2019,1
11836,542,32,2019,1
11837,542,927,2019,1
11838,542,655,2019,1
11839,542,501,2019,1
11840,542,313,2019,1
11841,543,358,2023,4
11842,543,436,2022,4
11843,543,899,2022,4
11844,543,538,2021,3
11845,543,287,2018,3
11846,543,329,2018,3
11847,543,638,2018,3
11848,543,686,2018,3
11849,543,373,2018,3
11850,543,335,2018,3
11851,543,774,2020,1
11852,543,191,2019,1
11853,543,874,2019,1
11854,543,592,2019,1
11855,543,140,2019,1
